Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Target
8.926025285548345,98.3537293320978,58.15621132959499,0.09033026747495843,9.48474853040886,68.27735143893263,77.93110258238272,28.700364563359404
70.819537436637,51.602429521550505,5.172106108488306,20.46855631273745,95.88489938742663,79.64762728745399,22.511599301485884,64.53256984433303
92.54373627335758,77.14089633471079,16.479317923764814,67.16436619494155,41.36688900575778,23.201524218685343,8.742429529337182,9.861558851471496
36.53431849234588,76.27683127366569,90.34979331205304,16.51412195166899,32.304201438701966,20.453913532566492,53.416834703192485,21.211328434383802
46.14658703875776,71.00207428326337,21.56241388818161,53.324208700599485,15.963684947473734,82.66008018724801,,4.254911193801014
48.06002784892842,91.36105047894999,71.89364088090991,96.47804984937017,96.74845035473484,30.143032882343835,16.594890676917995,99.13057424291335
,92.56408549815697,4.702686790979593,26.94359128533853,93.84950129124083,2.127546366080957,72.63292354570339,
77.2980922681105,30.874772238258497,76.9645769032273,20.763908576360368,3.9242814943964532,3.3350688096498993,96.42308647503421,53.93081685877823
41.827234487978004,85.4823814129472,85.89917759782104,56.49009479393169,51.14624382798257,15.367789599221904,14.85461236063812,52.89778225428245
32.102330230753964,16.661314668173834,31.40419166178233,,47.342471870137906,31.90336244924399,71.03679263444752,82.40989662488589
67.63878563291318,82.31963597044425,,75.35113073339375,28.39700788270759,18.917428916994705,,79.02404546580756
21.193416393827913,7.245581586283755,87.64614487829607,86.35072591453668,7.882144004943747,63.416429116380066,10.338758137624604,41.33818603744436
93.15681504637061,99.24666772960786,9.227970697473175,25.47015459949411,75.98932171428929,74.21578882377887,95.07585106948979,38.86653535921138
90.68861114502363,34.401270649983516,,80.96194145289144,,17.670238260545602,51.60788250501992,16.013019490217005
65.10544914137131,10.368575464017283,,87.96534216910977,71.79869451793486,50.16025888961406,41.57206882044419,
91.21933925156033,17.415540693802512,15.753061741497676,17.87705439584728,53.35520740345972,12.71655747208651,,12.590078282101125
11.682405837380806,49.908137054139786,38.07146022621151,2.1287680732060665,93.86137955202982,30.957289096061167,31.38549007339154,45.711298232235464
47.07333013649474,39.21514152657644,0.9595263689444189,22.54996165231694,63.73580798040184,,20.983239037592295,92.9916985778197
,2.979328918845714,21.16274824945499,71.73176770761904,90.29829988281753,44.84360146126921,36.24995784627962,28.649888604455143
90.80137204698848,91.02304114423386,10.672321499849657,51.26317355587412,75.73694286145161,54.58033618840364,18.20681213285583,44.83604695987613
66.09304080729203,91.56948822450946,75.81128949068442,48.092369224779254,28.27594475814693,24.99900818081674,47.028954365619924,30.309684888801613
,81.96438065660942,3.904533053870596,94.03162367493704,,89.58506176669975,55.64567380591868,20.05245093979372
,72.8089260852325,70.67248133341111,48.523086035635146,,41.30161673982607,50.16108160073822,24.52323100905305
2.0030584526199213,22.99250857323214,58.89265676503055,63.627040621700694,40.179119740448755,75.67458988482018,19.28598846628281,22.649753542869423
,81.93340424322277,75.71938111181285,54.427829160259414,93.63355531231402,,,
5.303319850561161,9.955298454158712,28.91989322245899,97.70924650726555,48.377419665421876,10.55752977498976,47.10342445514939,96.7566883900443
58.30678365599356,78.42408554387282,60.573276298040554,31.6046288195586,84.25047751820034,,7.639329726004984,95.5318846441421
91.33717362373928,82.14994118474786,51.35011906819674,6.900086757561996,60.38204465875621,77.21636482203306,,45.33534694367851
87.9303475057161,83.42837655602803,89.92570829225897,,36.33400758567652,68.58877064690748,77.63844627267683,
6.348830514785031,50.046608846742714,52.353162605172386,24.11047983345018,,77.91746097645797,32.83650082897013,43.11889789360278
70.00745927263694,76.43021742972525,5.039038886678194,37.50396837419044,9.869971485469375,98.01512643500956,41.513367884480054,63.005513011024576
35.17294331150625,4.790587713276584,70.92514634208364,97.54235398263427,50.2111352170749,65.40995853958498,3.3096720777327504,22.516767022834593
73.14028851350358,85.5846893763463,30.138824216693717,96.57290668065959,23.993284591961274,33.64100661898974,,69.81557771240193
38.26944996511138,25.202389569186746,65.87698494599641,11.675432723550273,94.57692402429045,,4.892308775106413,72.38230085600827
79.06747485684244,27.138260644551092,,57.92868341981067,7.722879710233599,62.52279081543814,71.41335992199298,88.86875713883262
20.645138521588024,78.87166208289261,,72.0839800266487,66.05154027086184,,59.88109715228228,84.76741509984393
14.692868406852222,31.121531100152,,43.81502264444009,92.76519309251599,,31.513543408354185,28.41899939258371
68.99916046219172,16.779491448459172,15.271574194280369,73.51959141857273,81.7277350381534,,,17.259554324719584
54.92582634271251,38.16048131697899,66.77596974194965,38.587011530606574,36.068014740801324,,54.128741230037704,8.012456302706871
59.12325233462483,21.577841495794114,18.207053624211245,,62.83069081188882,94.75112597949767,9.749264084477794,83.26150709186551
10.39119354052589,18.75991606489631,26.594771064891344,42.21401237821162,64.93392701493947,99.70908826268199,,7.384882063072318
,12.522696977104953,85.43466205169807,62.139630467527596,17.143877074355697,80.39619362912232,94.52608404778142,60.59067762803125
94.91660924306093,30.452795630087515,68.61609687841687,13.914722409790537,78.72065421810218,50.49347269125176,42.640492430841206,80.87232848121074
23.791999289730647,9.32511210979554,82.45951727792854,31.67587106143649,37.09892065284623,,30.311886358420715,26.88481661500556
9.858517995265782,28.410445762145,,41.69840662394263,82.4849105739758,38.88293458756162,6.6562357548543005,73.01934787438142
22.310085512083223,30.52961007016939,78.82626273822228,93.37026195220254,89.09539724583112,8.536792777639224,43.74749336039293,0.8728115597974706
79.0847448058628,35.92290605488928,1.439292796246061,35.34072552710502,71.86853162398454,90.21860516611588,61.48356190366504,20.07906207861473
52.76910114452945,70.50056040169369,51.863815888269635,80.97604880915313,,79.84484553042812,31.40736168083191,39.78681385066905
,97.56361421687868,93.61607951760311,,1.1314371284700808,80.6537478277763,,28.46919298313242
46.19612832422526,40.64037087451323,9.622326759470868,54.30669208168235,68.05687583341107,29.749774214086997,98.26179957908789,27.1127797350322
44.084554676723464,20.204556666593575,70.94748524392959,6.882326256850835,30.292082997180724,,4.650748746480781,88.74504274305927
35.07655320760127,16.884711519855266,62.346841099967044,25.798952748577985,57.80683983149847,91.24203579858028,19.21111416175616,93.79484721478067
85.83831819215769,22.274599721402478,77.51708241703712,14.049121013695064,99.35720914878272,31.69115027566143,32.59144836695257,
95.16242982119225,72.87364824247969,35.27607717032455,85.36732041143341,96.48444575602532,99.55721909399793,20.454289685366223,
32.5553328805006,57.588374460013284,97.87924366485143,63.017766921897525,62.73440854372453,85.89780409123455,17.513695486194802,32.68172442115558
3.803964797648207,32.609345050687,,42.36471940003206,5.951255006050548,17.40369371767667,62.09275964519879,77.66814895272468
33.77601350836596,58.65247734963624,23.176972743878423,75.163729519047,8.063524396614518,8.303760251619352,74.81923265047357,83.09111515295315
92.11013696628628,10.760447220577685,57.87855275850837,49.93211716775946,81.17179646643436,60.63207643736968,7.629458339252293,11.711572943776938
1.4616265955637808,83.45364927438916,86.27331024059454,12.047583751250812,35.86242619097683,72.55761554739722,20.663752093371457,31.0195656258056
29.559522279588712,58.63160286018637,35.903376284246804,72.9289634256724,96.54785010405121,,37.06251717806941,65.32173227954581
31.174182482779845,59.28839541345431,90.61718946010502,8.271542012765876,76.25151745007325,91.79481884445127,,44.41895242639751
11.058271985640255,22.784333970478244,81.65352917824339,59.229008098710764,79.92515565488381,92.39978247902647,61.2231836578408,82.76568845650137
75.54441259596541,84.30765628492838,1.951697835320254,24.116973397963605,43.579687262947274,0.6560386423395959,5.913351828695679,
2.4543824105690004,50.89663863768554,2.212799061353332,52.48357195985924,87.10064905279108,5.503490144224865,20.72468198422881,95.4135887480075
59.87795910422066,37.34079364808157,58.6217088886807,97.23542493103248,76.79014776685047,43.55400921588812,22.724502104646117,48.03665380259792
15.62313355857895,,69.95699930417149,15.630838163106276,92.71463975341203,58.31797666984371,80.66727180368942,28.793040437786633
12.236123632603546,85.84599296588387,15.647886797213829,21.94230506450633,14.671040893775821,60.35710219243497,85.91913980121527,55.47734280557949
18.84001093859309,52.49727015340919,48.13218843720355,49.034382205799176,98.90042619661497,69.56885131209407,1.6003986536991976,88.42226754576323
3.59989395059217,7.1528590545224535,5.438214529496466,23.761538782863802,55.19061144707271,4.258863782027433,51.99158301043067,20.470478840446383
44.09793010947601,82.88471277811874,95.58284097077411,,,67.44115067483986,69.34189946745431,87.68509209876785
12.21779110007699,81.97295006073489,76.55588650763406,92.26395392167895,37.35724931092209,33.94581349357699,80.74613899497967,
61.64094227898638,22.307591816324457,54.11233818551996,88.31478983702037,71.29072226491508,14.500914412785493,57.29311909912109,
36.50164863918045,52.29940272375823,69.64192058543269,91.22144532537996,99.07167693386462,35.40079166569697,28.978469874425905,51.42951412789135
,68.85010772010205,44.391952809485616,75.31224096020472,17.72737451665337,,60.050619177483966,67.5943520259087
95.2633563871711,,17.85501244579335,42.720116016745735,88.49436240479324,,10.134494802048621,52.92373130464324
12.465661598198697,76.70731026543386,77.16456313295885,49.24311623678083,22.94201441434368,36.250987187162195,,76.37901148132316
46.026570328041906,71.68154283306777,,1.7855356263377198,,65.26242920449451,30.831304450783435,72.52982544991126
10.127070002899796,34.81814253736426,29.590745102968974,,86.58570400504904,73.75260327683138,7.5005278749788795,3.218597369686982
43.56071642841817,46.80091655426833,39.993909210403075,69.17317149519306,26.5983223518523,98.62439258691454,61.67524840121394,53.62056151056284
1.0231545661310681,94.52857547073003,99.96438746271289,58.62690978288951,15.91147324640323,29.272205543877195,85.05195829772188,18.958187267383565
36.96641690456667,,21.227610715424706,23.967916638999043,,34.523444380614634,,49.78921091070286
37.882011836501405,,62.9618054378702,13.272206498242966,36.14822285297403,,97.20178800579359,41.938186679966606
90.5827301563695,45.128046916324124,10.851323036864645,64.00412988076268,16.67875825241012,21.63137756311536,97.38201073232655,61.49122558919301
51.749967182131016,22.04970451821795,69.18417519143065,81.64482998081816,20.729026887418122,,9.343878027027719,47.79791324110943
,5.949105710340341,,82.5623016944627,82.74760439265432,4.826439890574963,57.11709737345231,51.53993382446824
33.045229547837586,91.04851404901035,8.81752686335111,82.43878207620335,93.80735189423119,9.256581659567553,18.262020755949948,22.731906747030894
27.511930948771234,83.24697014584211,18.202204851797575,14.396112642515845,81.3753925272753,70.60602348092442,45.09792701888622,56.78227229722761
64.55280158138453,35.45115470052578,65.68873718096432,68.77935288999562,60.80190553787532,69.39060153831895,,23.789403601414293
83.93531554226801,22.952111397050324,83.62958287184308,63.53746583363773,38.99499393043221,,22.32595155383288,29.385167045812544
12.155969382973897,73.27046981079253,2.3874522484407468,94.81427145588151,20.232381841601853,37.66694917316534,15.609486041578668,12.271145382911985
45.833211400938644,49.962516169443326,18.138746217868018,93.99344213869743,,93.40930634224138,62.41774006780706,79.22130469981225
85.5852437366016,,5.607740617079438,3.275831790824868,87.79541834470398,91.61965886041523,46.39548037016249,60.081422163994816
59.45623130622043,95.30743880738682,86.42829485868376,38.79070736105308,59.80368738002788,98.5404749575263,16.13498593054169,25.746368343041382
47.9932718347986,78.00131179455182,85.27384576886172,85.20959092479889,,37.03975426161462,93.83271546922201,45.53192528881499
,33.7336304528628,3.7115597008160472,64.43743169823234,56.33625258739021,88.25813765065405,16.07585929816797,57.00455705522699
31.13096276570888,14.90379314104404,84.70405072076068,,38.19953878731892,61.04756242027415,80.59254407174457,43.18296865646275
20.991937445963604,78.09374776518284,61.97063207389116,95.4210800867166,24.459967111660518,29.798583266275426,49.45277869524137,89.99530886810493
97.81195393879378,,7.8022253635643075,94.15436622739038,22.840365163436594,7.292005566942605,44.91803890760808,35.190292029167495
19.02515824297304,23.214932179658774,26.997879968190986,18.26259215353683,1.3637196300614995,37.74927751295429,28.072288165771386,2.977495160345456
86.42202373409988,29.77649150417816,0.06004585891770109,27.681701149436087,66.89012515429181,88.18039411989155,24.9332679018034,15.800282161226386
94.09273928119268,81.67661833903891,22.488987052013766,64.61621886229536,19.540142883938273,16.450543446682175,75.3732811413476,11.71308405600049
23.58617549230071,48.369982335922266,91.20083083649183,17.448509965647762,27.566852561979516,33.70172556173726,33.27334630683426,27.740330898625366
74.56119505082596,75.60547388913854,32.77002056620824,0.07407777523227299,71.06278070369112,34.280517340816466,95.64388044459004,91.09025394469265
9.234736740024719,11.012017510023997,61.555189583606506,70.810249697037,47.41631735996599,78.83820059114632,94.8230619098361,10.579168146314888
89.2893426317251,0.6643800971496194,51.23356844498357,33.65502181276457,69.41513076211807,97.05754479420811,46.909369658977226,49.813195407292866
74.8233153155027,69.1705757673298,19.0403790447674,47.668176652782535,17.74606373051455,29.712447662745724,30.717104541647856,21.27206476473048
66.26336973506433,15.555658699298391,82.69925476389263,,38.165775653487024,7.937777346281393,55.897560774536856,9.603511806536169
94.83316158416986,41.72518142896193,75.5582627528496,49.95381288113106,84.76784945358806,28.09956238956476,84.7413472672197,25.87305984352717
28.50728521859103,67.07491900230565,0.5354417941344947,60.6576232300717,74.09511125407727,82.61075915472638,84.0837118921743,95.67903243911792
7.59995026899224,54.14923583652731,52.638977529332934,98.0412526539691,79.6767115872832,43.189348533730886,50.643138817761034,
18.141560763752828,52.886896406800574,8.45719195370057,,75.75497646964783,52.43322182733744,,97.29568402056002
8.403802519097114,23.257046757523693,,11.275618574619928,42.74104759600639,,26.058244933820284,50.62281679051732
,74.58685461603245,81.37951940215885,,57.42724944987971,66.32300847183149,,64.81135647255168
55.356679380376896,98.14235541678204,,23.091168552615216,99.7874241175306,52.11055860935379,76.44138633183589,31.589338573478553
76.50286775607894,81.97952799751684,,88.75925191123541,41.603609254909145,3.7696480796963194,70.24007637131884,76.85538519118388
10.011008329078253,31.2317709399756,37.17345955794842,0.03270704251299161,92.70916246107555,73.34092352281152,12.813125568163874,79.40758556504333
77.99160281070756,,67.54522513463829,21.411829229110158,17.285910305000684,73.38879466640525,,76.59713241742651
43.582338470872216,23.978539303285075,0.6093304004076372,80.52146977557362,70.53654685537526,65.15606901823645,60.777091000978565,47.34615433982721
62.61604105448693,86.7856071277723,30.3012860621091,17.496940037604915,27.458232090530633,,47.11505643582689,33.14914659384015
36.83489314546895,,50.44359875607063,74.25369142075373,,85.98334355401924,5.879580588575828,25.35370818783893
79.93843957609941,59.95824461546828,4.084224312336837,82.59589851813334,28.719217872506942,75.98897517670785,66.62252834369293,82.19361573060546
53.76748923005044,82.8658281880357,54.10485674091734,16.94614450012969,52.19997208178802,73.89543082781029,52.465988363803675,43.93143715813651
78.77213174818445,67.70075641024503,,70.13993419504719,54.268646503735155,,59.20216478717045,7.886361702965006
,70.84141842937281,88.29032921241895,80.9786558028483,7.7702431712347035,51.68218366082665,73.7869355407473,8.187118727520437
97.8209931011249,91.99199097683784,71.03066808002208,7.669073596907394,31.143611834346352,13.657668077483054,16.42739352105066,21.890509296154036
21.07312126308273,80.73115796272002,50.34219233203879,83.75070381932541,98.96628115216622,85.83862405959724,6.980918422293669,76.55635980850575
23.67951304094832,10.869360487491953,9.17376792450253,72.30097601394483,77.20951148229355,18.318710328895428,44.6489281591108,82.06727611640297
34.23045309124252,91.91993455824246,54.90217710125218,80.02861106488022,76.53854985458013,98.3127571095846,85.39415575687352,17.71422037516238
,32.18946048723011,59.54566079185841,46.700612305037424,4.347647752905148,45.30840591757974,50.55674778829575,76.31670377464015
99.11329113677921,76.34777919307592,61.863372283437926,49.475957351352776,21.576683409319863,5.48163479947954,50.754435109685346,66.19010803206797
,14.121129439902091,,59.43960667524466,11.465440599120413,99.27390656297814,,3.7054079426607434
51.22802980475346,45.51376237652289,20.128331474857063,13.09183208402047,97.26408100734845,35.05400365519946,76.01248184119441,57.865486987851355
,,55.08937075718665,,,,33.399021531748765,62.140476162506296
59.354474737991424,94.08886146114696,45.45115990070122,47.57619761677546,,12.480648182075837,33.948012184631736,0.2422796751282541
19.690960092773622,,12.20543502421203,37.040787562387045,97.39967605533435,78.4608027357552,10.316570511811761,5.289386453617784
10.851972307218261,93.28975975572938,34.08383776600471,27.91806040741388,56.905204648915166,47.20657870996152,64.14616741673001,80.46730433492176
17.32727692183098,29.272637904871157,26.641979004041318,14.710088272071308,56.33449153754804,94.16458134214717,39.76625793494135,37.519624620892486
13.540036525813493,5.939047373811556,99.84981586387511,0.3677637875025619,8.008699720369295,76.76975523651016,72.76023010025081,76.48000995902431
37.018832037764795,19.780938005408622,67.92501715753237,97.13673115394069,91.38855906657226,55.36266298986479,93.87215349882129,9.781673975075956
6.333994269714205,69.15012002054564,80.35971143768359,40.60812830013896,31.67152499686705,,6.602263469955993,20.20531061515175
,,88.21667950074936,35.38991065503946,83.37048284030921,7.973307596426493,93.71476281393183,18.345180725837864
70.13354993231044,4.793457889946417,34.68566673212273,15.942927479346736,13.417357056756352,96.85425550554521,41.24286188012005,28.98761905639602
45.45171983447883,46.05405582073493,35.993601943818476,24.953297428465703,19.839773529780093,92.28610979336378,52.74127281015946,19.917501456047837
5.184473473237161,61.0451871852298,47.15702823901988,89.9640444771877,,59.25409705407174,51.37848582455252,94.99411518451268
17.14320306093109,73.99537774628364,97.50348828279039,96.69505977821706,10.413982441489622,81.16557533896997,80.35813033506895,20.59721520420056
36.096003601830276,85.87367768984195,44.197170666778405,0.5562307112106257,4.433525674826466,75.20018385442454,48.785082687730466,60.265424810829
66.62134171199311,95.35258200840316,64.72316221181299,60.89467890327911,24.056702931275986,51.95370508288219,13.996822736082793,99.52913099728462
3.397249126947277,84.14371645777022,42.26675774210331,24.935117598587986,,93.25728121279164,54.05748741939428,90.57369954800392
94.82644969929348,18.331502883327268,3.7403289402222817,87.59742856310628,93.35153638952245,32.719906926497586,,46.19592448424905
18.44831344861726,25.102869916912894,75.72889086875075,51.2599514654739,74.34470868943023,3.939937064218213,,57.17409346589082
1.4322049374937862,99.22096011542973,89.45245659054372,8.519393255280939,,30.716832598969457,21.327721760666375,3.1962142441816277
44.83259141214761,91.94671623360358,8.319894099251046,,96.45658861035821,91.48660453658657,4.776976519050125,70.73192665534994
62.06033374612571,35.19534716171403,71.30482909744254,79.87580012596997,19.003090660636722,29.570356295104794,55.617989758052246,22.51813994538383
24.482203333173814,81.23411166413909,41.25388655718724,53.50246364146758,32.44039656364872,33.283784422775966,10.770087254062455,32.38993310482724
57.95430212007643,70.65407072137532,49.39037198184237,78.0082445585647,59.4073955694988,28.631243542453422,,36.49864759564251
66.4828972516164,42.404770970554,58.972216103096066,35.777505266675504,58.3583215880634,78.00183098987733,47.41507468253072,97.03884351288629
66.74786494250374,42.88221488938686,33.05909505971319,70.03818386998141,96.53936701092121,97.29459962267958,58.641583361799576,
33.50853691882869,33.79375337438266,75.08036589281521,26.555376251209605,10.063013906839991,25.121632159013217,80.57884932775222,46.24273528001067
54.915910132686584,23.910205072576197,20.241098231584374,54.6340139108743,89.16273988941748,61.13405574699799,56.10025326378608,
40.80669975117128,,58.876139335826885,5.53561862916877,49.485641280039,43.874615481755576,46.79111398386302,
94.89035850415662,59.38639933518854,62.72771212300502,48.49415155760543,46.858629592462506,73.0608779308134,86.644661809421,32.16548680419149
24.36511327262937,,,,93.80282646675208,27.409677367576922,3.5390524529185674,66.75896153629236
65.9358550699966,18.43593214748205,37.99971534752357,,22.115672600140822,97.43281333347149,44.54788671563501,97.94440730763564
65.65951184699885,43.39764312985274,89.28286075293684,,87.85751709455116,13.211913086623694,98.83105874771792,22.56930109360954
6.046735233633571,31.92136246657462,32.761604189752944,57.734200803537185,,15.403631112814221,39.605842720483594,
54.84310363927752,1.32609492071315,95.56415696086145,33.206122413154525,92.15777761700372,93.02592007399328,,23.392512605716
0.18107326879540642,49.82250921819438,32.36405033803326,80.81151637402849,33.60943880307515,97.82594659936983,70.69945498124632,15.446638231580357
38.51219619193882,30.25610126043562,3.1782051910952958,65.08299828793623,35.55629311407911,23.161151507256506,47.063419361927494,8.611028644988817
41.836383450861256,61.34077102988584,,29.287490673606374,10.79753937762149,96.74881730348123,94.36589387200397,67.69950372065217
45.229874212647736,58.03045776722806,80.27863357401222,84.60690383118173,30.639785668689225,21.92894380398466,92.49439240053263,60.00988143109169
82.56433507017368,0.11706416180341517,89.59758430461274,33.68929208773338,54.50597922741347,69.74512055234293,68.12768853316275,74.45999360136966
59.259778403395124,83.50302307774025,7.576543589621442,19.34625679606876,98.48160625158953,30.368770667221202,40.485292999485665,97.77900591673135
69.78313164977223,39.00951964470906,43.23500400414786,39.28804832668573,48.824805517460575,48.554317683716285,1.3725283881261152,2.280208340754686
23.721721812922315,63.51828643124902,26.21751495275435,88.82084183974284,42.11623431266208,16.865360814971798,8.87228203021695,40.84676736659034
51.78752071268702,33.16090682817406,43.418437997863265,99.27169885072766,62.44518330446398,28.67609169328893,64.23161803512906,16.186351824453126
,3.5104755805842602,60.282847420884,88.57967169210038,53.15196681577594,91.25256811912732,,17.325243251310805
70.41634632944543,93.69197523353075,70.58655808561257,21.91441126655326,34.87113581656773,79.0429577626291,78.75194088988736,7.06429982913418
,25.541050758095253,,17.76894512699505,64.22536692756637,54.316457912745086,97.1389998770431,21.291638541151347
16.135127640808257,,4.912529393728427,44.85343244750584,34.6474214221939,86.45032102110677,68.90945195976845,24.93491182208184
75.795043356593,20.946019723236,99.82002554403421,60.19925239245731,43.96413675531961,55.32427153240882,70.58897273513492,26.890855239918398
58.83645436688434,62.32810460557678,44.27602779004401,51.05313156614617,18.777871439467695,72.83561716092998,70.26835741023521,48.62587434114411
,75.28126317380283,40.55626979057592,33.99701126264837,34.86936905489453,,59.21440515871802,85.81923296281889
89.04620043169024,,64.38821149623863,79.48492104736691,37.356724876471226,,59.08216432324961,6.984637278457284
52.480319764352366,12.868614378314913,78.68768956739933,12.085120709070473,24.42083171782802,61.891446305805985,73.26031459301728,72.11878138775175
,59.26978810396781,41.1749071698679,67.25163395979928,96.91290145165001,55.05821185170511,10.136392241752045,81.00971091711203
8.690351646044725,7.56986002464759,84.1624078249466,92.87210998484396,58.45487483396581,84.08041463788474,8.792047704151972,47.46689014770348
20.869045281911124,66.35099732997956,0.04593603475568919,94.87043138808902,17.15092396869913,88.9962184837475,85.03037944337844,41.25745285342697
92.381980421591,67.08632986971051,26.734359656529982,80.59856280186868,10.13138850593326,39.44914994969978,22.294529352338056,20.37836906171213
94.83261964969249,21.8439093981029,13.264095207274684,30.604682727340492,0.14638210787247807,13.28329434772677,48.45105849188995,93.97027613269212
36.18580602109757,44.05304995245809,52.939863699076085,4.679001769116575,95.94850923528898,68.44335268841374,96.1873819076779,8.036456257550062
22.115500277797505,57.51118922435524,48.56592673856872,89.69703768304178,45.37111066073041,51.696282615833155,16.538270337759432,21.09605768930266
